,상품명,한달판매량
1150,제주 조생감귤 산지직송 극조생감귤 4.5kg 대과,
1151,[산지직송] 국내산 깐밤(생율) 150g x 2팩,
1152,[산지직송] 국내산 깐밤(생율) 150g x 3팩,
1153,식탐대첩 국내산 골드키위 중과 36과(개당100g내외),
1154,식탐대첩 국내산 골드키위 중과 100과(개당100g내외),
1155,식탐대첩 국내산 골드키위 중과 88과(개당100g내외),
1156,식탐대첩 국내산 골드키위 중과 48과(개당100g내외),
1157,식탐대첩 국내산 골드키위 중과 20과(개당100g내외),
1158,식탐대첩 국내산 골드키위 중과 15과(개당100g내외),
1159,식탐대첩 국내산 골드키위 특대과 85과(개당120g내외),
1160,식탐대첩 국내산 골드키위 특대과 60과(개당120g내외),
1161,식탐대첩 국내산 골드키위 특대과 40과(개당120g내외),
1162,식탐대첩 국내산 골드키위 특대과 20과(개당120g내외),
1163,식탐대첩 국내산 골드키위 특대과 10과(개당120g내외),
1164,[생산자직송] 순창 강천골 햇 꾸지뽕 10kg 급냉,
1165,[생산자직송] 순창 강천골 햇 꾸지뽕 5kg 급냉,
1166,[생산자직송] 순창 강천골 햇 꾸지뽕 3kg 급냉,
1167,단감 중과 4kg (18-28과내외),5(2건)
1168,단감 중과 2.5kg (12-20과내외),
1169,[제주직송] 새콤달콤 노지 감귤 9kg 꼬마,
1170,[무료배송] 경남 단감 5kg(21-25과),
1171,[착한식탁]조생감귤 4.5kg 대과(L-2L),26개 구매
1172,[착한식탁]조생감귤 2.5kg 대과(L-2L),
1173,[착한식탁]조생감귤 4.5kg 로얄과(S-M),24개 구매
1174,[착한식탁]조생감귤 2.5kg 로얄과(S-M),
1175,[착한식탁]조생감귤 2.5kg 소과(2S),
1176,제주황금향 10kg 중소과 (45-80과) 가정용,
1177,제주황금향 5kg 중소과 (14-40과) 가정용,
1178,제주황금향 2kg 중소과 (7-15과) 가정용,
1179,제주 노지감귤 4.5kg 로얄과(S-M),35개 구매
1180,제주 노지감귤 4.5kg 소과(2S-S),4(1건)
1181,제주 노지감귤 2.5kg 로얄과(S-M),1(1건)
1182,제주 노지감귤 2.5kg 소과(2S-S),
1183,식탐대첩 아삭한 국내산 단감 중과 10kg (55과내외),
1184,식탐대첩 아삭한 국내산 단감 중과 5kg (27과내외),
1185,식탐대첩 아삭한 국내산 단감 중과 3kg (16과내외),
1186,식탐대첩 아삭한 국내산 단감 대과 3kg (13과내외),
1187,식탐대첩 아삭한 국내산 단감 대과 5kg (22과내외),
1188,식탐대첩 아삭한 국내산 단감 대과 10kg (45과내외),
1189,"[웰굿]산지직송 달콤한 제주 감귤 2.5kg(중대과,L-2L)",
1190,"[웰굿]산지직송 달콤한 제주 감귤 2.5kg(로얄과,S-M)",
1191,"[웰굿]산지직송 달콤한 제주 감귤 2.5kg(프리미엄과,S)",
1192,"[웰굿]산지직송 달콤한 제주 감귤 2.5kg(소과,2S-S)",
1193,"[웰굿]산지직송 달콤한 제주 감귤 4.5kg(중대과,L-2L)",
1194,"[웰굿]산지직송 달콤한 제주 감귤 4.5kg(로얄과,S-M)",
1195,"[웰굿]산지직송 달콤한 제주 감귤 4.5kg(프리미엄과,S)",5(1건)
1196,"[웰굿]산지직송 달콤한 제주 감귤 4.5kg(소과,2S-S)",
1197,"[웰굿]산지직송 달콤한 제주 감귤 9kg(중대과,L-2L)",
1198,"[웰굿]산지직송 달콤한 제주 감귤 9kg(로얄과,S-M)",
1199,"[웰굿]산지직송 달콤한 제주 감귤 9kg(프리미엄과,S)",
1200,"[웰굿]산지직송 달콤한 제주 감귤 9kg(소과,2S-S)",
1201,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 2.5kg(중대과,L-2L)",
1202,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 2.5kg(로얄과,S-M)",
1203,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 2.5kg(프리미엄과,S)",
1204,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 2.5kg(소과,2S-S)",
1205,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 2.5kg(꼬마과,2SS)",
1206,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 4.5kg(중대과,L-2L)",
1207,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 4.5kg(로얄과,S-M)",
1208,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 4.5kg(프리미엄과,S)",
1209,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 4.5kg(소과,2S-S)",
1210,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 4.5kg(꼬마과,2SS)",
1211,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 9kg(중대과,L-2L)",
1212,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 9kg(로얄과,S-M)",3(1건)
1213,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 9kg(프리미엄과,S)",
1214,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 9kg(소과,2S-S)",
1215,"[웰굿][산지직송] 제주 당도선별 타이벡 감귤 9kg(꼬마과,2SS)",
1216,[웰굿][GAP인증] 산지직송 충남 공주 정안 옥광밤 2kg(특),
1217,[웰굿][GAP인증] 산지직송 충남 공주 정안 옥광밤 4kg(특),
1218,새콤달콤 제주도 황금향 4kg 소과 30-40과,
1219,새콤달콤 제주도 황금향 3kg 중과 15-22과,
1220,새콤달콤 제주도 황금향 3kg 소과 23-30과,
1221,새콤달콤 제주도 황금향 2kg 중과 10-14과,
1222,새콤달콤 제주도 황금향 2kg 소과 15-20과,
1223,새콤달콤 제주도 황금향 1.5kg 중과 7-10과,
1224,새콤달콤 제주도 황금향 1.5kg 소과 11-15과,
1225,식탐대첩 국내산 레드키위 8과 중과 (개당 90g내외),
1226,식탐대첩 국내산 레드키위 16과 중과 (개당 90g내외),
1227,식탐대첩 국내산 레드키위 32과 중과 (개당 90g내외),
1228,식탐대첩 국내산 레드키위 58과 중과 (개당 90g내외),
1229,식탐대첩 국내산 레드키위 115과 중과 (개당 90g내외),
1230,식탐대첩 국내산 레드키위 10과 소과 (개당80g내외),
1231,식탐대첩 국내산 레드키위 24과 소과 (개당80g내외),
1232,식탐대첩 국내산 레드키위 36과 소과 (개당80g내외),
1233,식탐대첩 국내산 레드키위 48과 소과 (개당80g내외),
1234,식탐대첩 국내산 레드키위 80과 소과 (개당80g내외),
1235,식탐대첩 국내산 레드키위 135과 소과 (개당80g내외),
1236,[상주한시곶감] 프리미엄 반건시 2호(1.8kg내외/30과) 고급스런 개별포장,
1237,자연에서바로 고당도 샤인머스켓 망고포도 1등급 특품 2.2kg(2~3수),
1238,자연에서바로 고당도 샤인머스켓 망고포도 1등급 특품 1.5kg(2~3수),
1239,자연에서바로 고당도 샤인머스켓 망고포도 가정용 2kg(10~11수),
1240,자연에서바로 고당도 샤인머스켓 망고포도 가정용 1kg(2~3수),
1241,식탐대첩 국내산 김천 배 15kg 18-35과 특상품,
1242,식탐대첩 국내산 김천 배 5kg 8-14과 특상품,
1243,식탐대첩 국내산 김천 배 3kg 4-6과 특상품,
1244,[착한식탁]바른 부사 세척사과 실중량 2kg 꼬마소과,
1245,[착한식탁]바른 부사 세척사과 실중량 2kg 소과,
1246,[착한식탁]바른 부사 세척사과 실중량 5kg 소과,14개 구매
1247,[착한식탁]바른 부사 세척사과 실중량 2.5kg 소과,13개 구매
1248,[착한식탁]부사 세척사과 실중량 2kg 꼬마소과,
1249,[착한식탁]부사 세척사과 실중량 2kg 소과,
1250,프리미엄 태국망고 선물세트 8과 대과(개당 400g내외)-보자기포장,
1251,프리미엄 태국망고 선물세트 8과 중대과(개당 330g내외)-보자기포장,
1252,프리미엄 태국망고 선물세트 8과 중과(개당 280g내외)-보자기포장,
1253,프리미엄 태국망고 선물세트 6과 중과(개당 280g내외)-보자기포장,
1254,프리미엄 태국망고 선물세트 9과 중과(개당 280g내외)-보자기포장,
1255,[웰굿]프리미엄 달콤하고 고소한 국내산 밤 500g(중),
1256,[웰굿]프리미엄 달콤하고 고소한 국내산 밤 1kg(중),
1257,[웰굿]프리미엄 달콤하고 고소한 국내산 밤 2kg(중),
1258,[웰굿]프리미엄 달콤하고 고소한 국내산 밤 3kg(중),
1259,[웰굿]달콤하고 고소한 국내산 깐밤 생율밤 1팩(130g내외),
1260,[웰굿]달콤하고 고소한 국내산 깐밤 생율밤 2팩(260g내외),
1261,식탐대첩 국내산 꿀알밤 정품 3kg 대,
1262,식탐대첩 국내산 꿀알밤 정품 2kg 대,
1263,식탐대첩 국내산 꿀알밤 정품 1kg 대,
1264,1+1 청도 반건시 선물세트 20입 (81g이상/특과),
1265,1+1 청도 반건시 선물세트 24입 (71~80g/대과),
1266,1+1 청도 반건시 선물세트 24입 (61~70g/중과),
1267,1+1 청도 반건시 선물세트 24입 (51~60g/중소과),
1268,청도 반건시 선물세트 20입 (81g이상/특과),
1269,청도 반건시 선물세트 24입 (71~80g/대과),
1270,청도 반건시 선물세트 24입 (61~70g/중과),
1271,청도 반건시 선물세트 24입 (51~60g/중소과),
1272,식탐대첩 국내산 단감 2kg 상품 특품,
1273,후레쉬 선물용 가정용 머스크메론 선물세트 6.5-8kg 3수,
1274,후레쉬 선물용 가정용 머스크메론 선물세트 6.5-8kg 4수,
1275,후레쉬 선물용 가정용 샤인머스켓 선물세트 4kg 6송이 실중량 3.7kg내외,
1276,후레쉬 선물용 가정용 샤인머스켓 선물세트 4kg 5송이 실중량 3.7kg내외,
1277,후레쉬 선물용 가정용 샤인머스켓 선물세트 2kg 3-4송이 실중량 1.7kg내외,
1278,후레쉬 나주 신고배 가정용 선물용 5kg (8-10과),
1279,후레쉬 나주 신고배 가정용 선물용 3kg (5-6과),4(1건)
1280,식탐대첩 충남 부여사랑 햇 알밤 대 1kgX10봉지,
1281,식탐대첩 충남 부여사랑 햇 알밤 대 1kgX5봉지,
1282,식탐대첩 충남 부여사랑 햇 알밤 대 1kgX3봉지,
1283,식탐대첩 충남 부여사랑 햇 알밤 대 1kgX2봉지,
1284,식탐대첩 충남 부여사랑 햇 알밤 대 1kg,
1285,식탐대첩 충남 부여사랑 햇 알밤 특 1kgX10봉지,
1286,식탐대첩 충남 부여사랑 햇 알밤 특 1kgX5봉지,
1287,식탐대첩 충남 부여사랑 햇 알밤 특 1kgX3봉지,
1288,식탐대첩 충남 부여사랑 햇 알밤 특 1kgX2봉지,
1289,식탐대첩 충남 부여사랑 햇 알밤 특 1kg,
1290,fresh 나주 신고배 가정용 선물용 5kg (8-10과),11개 구매
1291,fresh 나주 신고배 가정용 선물용 3kg (5-6과),5(1건)
1292,fresh 나주 신고배 가정용 선물용 5kg (8-10과),10개 구매
1293,fresh 나주 신고배 가정용 선물용 3kg (5-6과),
1294,[지투지샵] 황금사과 시나노골드 흠과 한입 5kg,
1295,[지투지샵] 황금사과 시나노골드 흠과 한입 3kg,
1296,[지투지샵] 황금사과 시나노골드 흠과 한입 2kg,
1297,[지투지샵] 황금사과 시나노골드 흠과 소과 2kg,
1298,[지투지샵] 황금사과 시나노골드 흠과 중과 2kg,
1299,제주 꼬마 황금향 가정용 5kg (29~34과) 벌크,
1300,제주 백용과 5kg,
1301,제주 백용과 3kg,
1302,제주 백용과 2kg,
1303,fresh 명절선물 머스크메론 선물세트 6.5-8kg 3수,
1304,fresh 명절선물 머스크메론 선물세트 6.5-8kg 4수,
1305,fresh 명절선물 샤인머스켓 선물세트 4kg 6송이 실중량 3.7kg 내외,
1306,fresh 명절선물 샤인머스켓 선물세트 4kg 5송이 실중량 3.7kg 내외,
1307,[하동직송] 23년산 햇 알밤 3kg 특,
1308,[하동직송] 23년산 햇 알밤 2kg 특,
1309,[하동직송] 23년산 햇 알밤 3kg 중,
1310,fresh 명절선물 샤인머스켓 선물세트 2kg 3-4송이 실중량 1.7kg 내외,
1311,[하동직송] 23년산 햇 알밤 2kg 중,
1312,fresh 명절선물 후레쉬 머스크메론 선물세트 6.5-8kg 3수,
1313,fresh 명절선물 후레쉬 머스크메론 선물세트 6.5-8kg 4수,
1314,fresh 명절선물 후레쉬 샤인머스켓 선물세트 4kg 6송이 실중량 3.7kg 내외,
1315,fresh 명절선물 후레쉬 샤인머스켓 선물세트 4kg 5송이 실중량 3.7kg 내외,
1316,fresh 명절선물 후레쉬 샤인머스켓 선물세트 2kg 3-4송이 실중량 1.7kg 내외,
1317,[착한식탁]선물용 샤인머스켓 4kg 4-5수 (보자기동봉),
1318,[착한식탁]선물용 샤인머스켓 2kg 2수 (보자기동봉),
1319,[정품] 고당도 샤인머스켓 2kg(4-5송이),
1320,[정품] 고당도 샤인머스켓 1.5kg(3송이),
1321,[정품] 고당도 샤인머스켓 500g(1송이),
1322,식탐대첩 제주 황금향 가정용 5kg 대과,
1323,식탐대첩 제주 황금향 가정용 5kg 중과,
1324,식탐대첩 제주 황금향 가정용 5kg 소과,
1325,식탐대첩 제주 황금향 가정용 3kg 대과,
1326,식탐대첩 제주 황금향 가정용 3kg 중과,
1327,식탐대첩 제주 황금향 가정용 3kg 소과,
1328,식탐대첩 제주 황금향 가정용 2kg 대과,
1329,식탐대첩 제주 황금향 가정용 2kg 중과,
1330,식탐대첩 제주 황금향 가정용 2kg 소과,
1331,한입 쏘옥 국내산 고구마 말랭이 65g x 8봉,
1332,한입 쏘옥 국내산 고구마 말랭이 65g x 5봉,
1333,"[웰굿][웰굿]영동 명품 곶감 건시 선물세트 2호 1.9kg내외(28개,대봉)",
1334,"[웰굿][웰굿]영동 명품 곶감 건시 선물세트 3호 1.9kg내외(24개,대봉)",
1335,"[웰굿][웰굿]영동 명품 곶감 반건시 선물세트 3호 1.8kg(36개,반시)",
1336,"[웰굿][웰굿]영동 명품 곶감 반건시 선물세트 4호 1.8kg(30개,반시)",
1337,[착한식탁]고급형 배 선물세트 5kg (7-10과내외),
1338,[착한식탁]실속형 배 선물세트 5kg (11-13과내외),
1339,"[착한식탁]고급형 사과배 혼합 선물세트 5kg (사과 4-5과, 배 3-5과)",
1340,"[착한식탁]실속형 사과배 혼합 선물세트 5kg (사과 6-8과, 배 5-7과)",
1341,[착한식탁]고급형 사과 선물세트 4kg (10-13과내외),
1342,[착한식탁]실속형 사과 선물세트 4kg (14-16과내외),
1343,샤인머스켓 포도 2kg (4-5송이/특품),
1344,샤인머스켓 포도 1.5kg (3송이/특품),
1345,샤인머스켓 포도 1kg (2송이/특품),
1346,[웰굿][산지직송] 진주 달콤한 머스크 멜론 1수(2kg),
1347,[웰굿][산지직송] 진주 달콤한 머스크 멜론 2수(4kg),
1348,샤인머스켓 포도 500g (1송이/특품),
1349,"[웰굿][산지직송]제주 황금향 선물세트 2.5kg(17-20과,소과,부직포)",
1350,"[웰굿][산지직송]제주 황금향 선물세트 2.5kg(10-16과,중과,부직포)",
1351,"[웰굿][산지직송]제주 황금향 선물세트 4.5kg(25-30과,소과,부직포)",
1352,"[웰굿][산지직송]제주 황금향 선물세트 4.5kg(16-24과,중과,부직포)",
1353,[직수입]신선한 칠레산 레몬 생과 10과(개당 105g내외),107개 구매
1354,[직수입]신선한 칠레산 레몬 생과 15과(개당 105g내외),
1355,[직수입]신선한 칠레산 레몬 생과 20과(개당 105g내외),
1356,[직수입]신선한 칠레산 레몬 생과 30과(개당 105g내외),
1357,[직수입]신선한 칠레산 레몬 생과 40과(개당 105g내외),
1358,[직수입]신선한 칠레산 레몬 생과 50과(개당 105g내외),
1359,[직수입]신선한 칠레산 레몬 생과 165과(총 17kg내외),
1360,[직수입]프리미엄 아보카도 생과 5과 중과(개당 170g내외),
1361,[직수입]프리미엄 아보카도 생과 10과 중과(개당 170g내외),1(1건)
1362,[직수입]프리미엄 아보카도 생과 15과 중과(개당 170g내외),
1363,[직수입]프리미엄 아보카도 생과 20과 중과(개당 170g내외),
1364,[직수입]프리미엄 아보카도 생과 25과 중과(개당 170g내외),
1365,[직수입]프리미엄 아보카도 생과 30과 중과(개당 170g내외),
1366,[웰굿][산지직송] 하동 달콤하고 고소한 알밤 3kg(왕특과),
1367,[웰굿][산지직송] 하동 달콤하고 고소한 알밤 5kg(왕특과),
1368,[웰굿][산지직송] 하동 달콤하고 고소한 알밤 2kg(왕특과),
1369,통망고로 만든 건망고 100g*8팩,
1370,통망고로 만든 건망고 100g*5팩,
1371,통망고로 만든 건망고 100g*4팩,
1372,통망고로 만든 새콤달콤 쫄깃 건망고 100G*2팩,53개 구매
1373,[부여직송]굿뜨래 햇 알밤 2kg(중),
1374,"[웰굿][산지직송] 제주 달콤한 황금향 1kg(6-8과,소과)",
1375,"[웰굿][산지직송] 제주 달콤한 황금향 1kg(3-5과,중과)",
1376,"[웰굿][산지직송] 제주 달콤한 황금향 2.5kg(14-18과,소과)",
1377,"[웰굿][산지직송] 제주 달콤한 황금향 2.5kg(9-13과,중과)",
1378,"[웰굿][산지직송] 제주 달콤한 황금향 4.5kg(25-35과,소과)",
1379,"[웰굿][산지직송] 제주 달콤한 황금향 4.5kg(16-24과,중과)",
1380,[웰굿]프리미엄 샤인머스켓 애플망고 선물세트 6과(4.2kg내외),
1381,[추석선물세트]당도보장 제주시농협 하우스감귤 5kg 로얄과 선물박스+외박스,
1382,[추석선물세트]당도보장 제주시농협 하우스감귤 3kg 로얄과 선물박스+외박스,
1383,제주시 농협 귤로장생 하우스귤 4.5kg 로얄과 (2s-m) 당도선별,5(2건)
1384,제주시 농협 귤로장생 하우스귤 2.5kg 로얄과 (2s-m) 당도선별,
1385,대봉 곶감선물세트 반건시 (대 24과),
1386,대봉 곶감선물세트 반건시 종이상자 16과 (왕특/대) 1.2~1.4kg,
1387,대봉 곶감선물세트 반건시 종이상자 20과 (왕특/대) 1.6~1.8kg,
1388,대봉 곶감선물세트 반건시 오동상자 (왕/왕특30과미만/3.5~4kg),
1389,곶감선물세트 반건시 1.9kg 중 30개,
1390,곶감 실속선물세트 반건시 1.8kg 32-42개,
1391,대봉 곶감선물세트 반건시 칠기상자 (왕/왕특40과미만/4.5~5kg),
1392,명절 선물세트 명품 태국망고 10과 대과 약3.3kg,
1393,샤인머스캣 특품 2kg (3~4수),
1394,샤인머스캣 특품 1kg (2수),
